[Foo,-1,-1] => Foo, -2, -1
[,11,1] => , 10, 0
[,11,10] => , 10, 9
[,11,49] => , 10, 48
[,11,50] => , 10, 49
[,-1,-1] => , -2, -1
[,-1,0] => , -2, 0
[,-1,1] => , -2, 0
[,-1,10] => , -2, 8
[,-1,49] => , -2, 47
[,-1,50] => , -2, 48
[,0,-1] => , -1, -1
[,0,0] => , -1, 0
[,0,1] => , -1, 0
[,0,10] => , -1, 8
[,0,49] => , -1, 47
[,0,50] => , -1, 48
[,5,-1] => , 4, -1
[,5,0] => , 4, 0
[,5,1] => , 4, 0
[,5,10] => , 4, 9
[,5,49] => , 4, 48
[,5,50] => , 4, 49
[,6,-1] => , 5, -1
[,6,0] => , 5, 0
[,6,1] => , 5, 0
[,6,10] => , 5, 9
[,6,49] => , 5, 48
[,6,50] => , 5, 49
[,10,-1] => , 9, -1
[,10,0] => , 9, 0
[,10,1] => , 9, 0
[,10,10] => , 9, 9
[,10,49] => , 9, 48
[,10,50] => , 9, 49
[,11,-1] => , 10, -1
[,11,0] => , 10, 0
[,11,1] => , 10, 0
[,11,10] => , 10, 9
[,11,49] => , 10, 48
[,11,50] => , 10, 49
[Aged Brie,-1,-1] => Aged Brie, -2, 1
[Aged Brie,-1,0] => Aged Brie, -2, 2
[Aged Brie,-1,1] => Aged Brie, -2, 3
[Aged Brie,-1,10] => Aged Brie, -2, 12
[Aged Brie,-1,49] => Aged Brie, -2, 50
[Aged Brie,-1,50] => Aged Brie, -2, 50
[Aged Brie,0,-1] => Aged Brie, -1, 1
[Aged Brie,0,0] => Aged Brie, -1, 2
[Aged Brie,0,1] => Aged Brie, -1, 3
[Aged Brie,0,10] => Aged Brie, -1, 12
[Aged Brie,0,49] => Aged Brie, -1, 50
[Aged Brie,0,50] => Aged Brie, -1, 50
[Aged Brie,5,-1] => Aged Brie, 4, 0
[Aged Brie,5,0] => Aged Brie, 4, 1
[Aged Brie,5,1] => Aged Brie, 4, 2
[Aged Brie,5,10] => Aged Brie, 4, 11
[Aged Brie,5,49] => Aged Brie, 4, 50
[Aged Brie,5,50] => Aged Brie, 4, 50
[Aged Brie,6,-1] => Aged Brie, 5, 0
[Aged Brie,6,0] => Aged Brie, 5, 1
[Aged Brie,6,1] => Aged Brie, 5, 2
[Aged Brie,6,10] => Aged Brie, 5, 11
[Aged Brie,6,49] => Aged Brie, 5, 50
[Aged Brie,6,50] => Aged Brie, 5, 50
[Aged Brie,10,-1] => Aged Brie, 9, 0
[Aged Brie,10,0] => Aged Brie, 9, 1
[Aged Brie,10,1] => Aged Brie, 9, 2
[Aged Brie,10,10] => Aged Brie, 9, 11
[Aged Brie,10,49] => Aged Brie, 9, 50
[Aged Brie,10,50] => Aged Brie, 9, 50
[Aged Brie,11,-1] => Aged Brie, 10, 0
[Aged Brie,11,0] => Aged Brie, 10, 1
[Aged Brie,11,1] => Aged Brie, 10, 2
[Aged Brie,11,10] => Aged Brie, 10, 11
[Aged Brie,11,49] => Aged Brie, 10, 50
[Aged Brie,11,50] => Aged Brie, 10, 50
[Backstage passes to a TAFKAL80ETC concert,-1,-1] => Backstage passes to a TAFKAL80ETC concert, -2, 0
[Backstage passes to a TAFKAL80ETC concert,-1,0] => Backstage passes to a TAFKAL80ETC concert, -2, 0
[Backstage passes to a TAFKAL80ETC concert,-1,1] => Backstage passes to a TAFKAL80ETC concert, -2, 0
[Backstage passes to a TAFKAL80ETC concert,-1,10] => Backstage passes to a TAFKAL80ETC concert, -2, 0
[Backstage passes to a TAFKAL80ETC concert,-1,49] => Backstage passes to a TAFKAL80ETC concert, -2, 0
[Backstage passes to a TAFKAL80ETC concert,-1,50] => Backstage passes to a TAFKAL80ETC concert, -2, 0
[Backstage passes to a TAFKAL80ETC concert,0,-1] => Backstage passes to a TAFKAL80ETC concert, -1, 0
[Backstage passes to a TAFKAL80ETC concert,0,0] => Backstage passes to a TAFKAL80ETC concert, -1, 0
[Backstage passes to a TAFKAL80ETC concert,0,1] => Backstage passes to a TAFKAL80ETC concert, -1, 0
[Backstage passes to a TAFKAL80ETC concert,0,10] => Backstage passes to a TAFKAL80ETC concert, -1, 0
[Backstage passes to a TAFKAL80ETC concert,0,49] => Backstage passes to a TAFKAL80ETC concert, -1, 0
[Backstage passes to a TAFKAL80ETC concert,0,50] => Backstage passes to a TAFKAL80ETC concert, -1, 0
[Backstage passes to a TAFKAL80ETC concert,5,-1] => Backstage passes to a TAFKAL80ETC concert, 4, 2
[Backstage passes to a TAFKAL80ETC concert,5,0] => Backstage passes to a TAFKAL80ETC concert, 4, 3
[Backstage passes to a TAFKAL80ETC concert,5,1] => Backstage passes to a TAFKAL80ETC concert, 4, 4
[Backstage passes to a TAFKAL80ETC concert,5,10] => Backstage passes to a TAFKAL80ETC concert, 4, 13
[Backstage passes to a TAFKAL80ETC concert,5,49] => Backstage passes to a TAFKAL80ETC concert, 4, 50
[Backstage passes to a TAFKAL80ETC concert,5,50] => Backstage passes to a TAFKAL80ETC concert, 4, 50
[Backstage passes to a TAFKAL80ETC concert,6,-1] => Backstage passes to a TAFKAL80ETC concert, 5, 1
[Backstage passes to a TAFKAL80ETC concert,6,0] => Backstage passes to a TAFKAL80ETC concert, 5, 2
[Backstage passes to a TAFKAL80ETC concert,6,1] => Backstage passes to a TAFKAL80ETC concert, 5, 3
[Backstage passes to a TAFKAL80ETC concert,6,10] => Backstage passes to a TAFKAL80ETC concert, 5, 12
[Backstage passes to a TAFKAL80ETC concert,6,49] => Backstage passes to a TAFKAL80ETC concert, 5, 50
[Backstage passes to a TAFKAL80ETC concert,6,50] => Backstage passes to a TAFKAL80ETC concert, 5, 50
[Backstage passes to a TAFKAL80ETC concert,10,-1] => Backstage passes to a TAFKAL80ETC concert, 9, 1
[Backstage passes to a TAFKAL80ETC concert,10,0] => Backstage passes to a TAFKAL80ETC concert, 9, 2
[Backstage passes to a TAFKAL80ETC concert,10,1] => Backstage passes to a TAFKAL80ETC concert, 9, 3
[Backstage passes to a TAFKAL80ETC concert,10,10] => Backstage passes to a TAFKAL80ETC concert, 9, 12
[Backstage passes to a TAFKAL80ETC concert,10,49] => Backstage passes to a TAFKAL80ETC concert, 9, 50
[Backstage passes to a TAFKAL80ETC concert,10,50] => Backstage passes to a TAFKAL80ETC concert, 9, 50
[Backstage passes to a TAFKAL80ETC concert,11,-1] => Backstage passes to a TAFKAL80ETC concert, 10, 0
[Backstage passes to a TAFKAL80ETC concert,11,0] => Backstage passes to a TAFKAL80ETC concert, 10, 1
[Backstage passes to a TAFKAL80ETC concert,11,1] => Backstage passes to a TAFKAL80ETC concert, 10, 2
[Backstage passes to a TAFKAL80ETC concert,11,10] => Backstage passes to a TAFKAL80ETC concert, 10, 11
[Backstage passes to a TAFKAL80ETC concert,11,49] => Backstage passes to a TAFKAL80ETC concert, 10, 50
[Backstage passes to a TAFKAL80ETC concert,11,50] => Backstage passes to a TAFKAL80ETC concert, 10, 50
[Sulfuras, Hand of Ragnaros,-1,-1] => Sulfuras, Hand of Ragnaros, -1, -1
[Sulfuras, Hand of Ragnaros,-1,0] => Sulfuras, Hand of Ragnaros, -1, 0
[Sulfuras, Hand of Ragnaros,-1,1] => Sulfuras, Hand of Ragnaros, -1, 1
[Sulfuras, Hand of Ragnaros,-1,10] => Sulfuras, Hand of Ragnaros, -1, 10
[Sulfuras, Hand of Ragnaros,-1,49] => Sulfuras, Hand of Ragnaros, -1, 49
[Sulfuras, Hand of Ragnaros,-1,50] => Sulfuras, Hand of Ragnaros, -1, 50
[Sulfuras, Hand of Ragnaros,0,-1] => Sulfuras, Hand of Ragnaros, 0, -1
[Sulfuras, Hand of Ragnaros,0,0] => Sulfuras, Hand of Ragnaros, 0, 0
[Sulfuras, Hand of Ragnaros,0,1] => Sulfuras, Hand of Ragnaros, 0, 1
[Sulfuras, Hand of Ragnaros,0,10] => Sulfuras, Hand of Ragnaros, 0, 10
[Sulfuras, Hand of Ragnaros,0,49] => Sulfuras, Hand of Ragnaros, 0, 49
[Sulfuras, Hand of Ragnaros,0,50] => Sulfuras, Hand of Ragnaros, 0, 50
[Sulfuras, Hand of Ragnaros,5,-1] => Sulfuras, Hand of Ragnaros, 5, -1
[Sulfuras, Hand of Ragnaros,5,0] => Sulfuras, Hand of Ragnaros, 5, 0
[Sulfuras, Hand of Ragnaros,5,1] => Sulfuras, Hand of Ragnaros, 5, 1
[Sulfuras, Hand of Ragnaros,5,10] => Sulfuras, Hand of Ragnaros, 5, 10
[Sulfuras, Hand of Ragnaros,5,49] => Sulfuras, Hand of Ragnaros, 5, 49
[Sulfuras, Hand of Ragnaros,5,50] => Sulfuras, Hand of Ragnaros, 5, 50
[Sulfuras, Hand of Ragnaros,6,-1] => Sulfuras, Hand of Ragnaros, 6, -1
[Sulfuras, Hand of Ragnaros,6,0] => Sulfuras, Hand of Ragnaros, 6, 0
[Sulfuras, Hand of Ragnaros,6,1] => Sulfuras, Hand of Ragnaros, 6, 1
[Sulfuras, Hand of Ragnaros,6,10] => Sulfuras, Hand of Ragnaros, 6, 10
[Sulfuras, Hand of Ragnaros,6,49] => Sulfuras, Hand of Ragnaros, 6, 49
[Sulfuras, Hand of Ragnaros,6,50] => Sulfuras, Hand of Ragnaros, 6, 50
[Sulfuras, Hand of Ragnaros,10,-1] => Sulfuras, Hand of Ragnaros, 10, -1
[Sulfuras, Hand of Ragnaros,10,0] => Sulfuras, Hand of Ragnaros, 10, 0
[Sulfuras, Hand of Ragnaros,10,1] => Sulfuras, Hand of Ragnaros, 10, 1
[Sulfuras, Hand of Ragnaros,10,10] => Sulfuras, Hand of Ragnaros, 10, 10
[Sulfuras, Hand of Ragnaros,10,49] => Sulfuras, Hand of Ragnaros, 10, 49
[Sulfuras, Hand of Ragnaros,10,50] => Sulfuras, Hand of Ragnaros, 10, 50
[Sulfuras, Hand of Ragnaros,11,-1] => Sulfuras, Hand of Ragnaros, 11, -1
[Sulfuras, Hand of Ragnaros,11,0] => Sulfuras, Hand of Ragnaros, 11, 0
[Sulfuras, Hand of Ragnaros,11,1] => Sulfuras, Hand of Ragnaros, 11, 1
[Sulfuras, Hand of Ragnaros,11,10] => Sulfuras, Hand of Ragnaros, 11, 10
[Sulfuras, Hand of Ragnaros,11,49] => Sulfuras, Hand of Ragnaros, 11, 49
[Sulfuras, Hand of Ragnaros,11,50] => Sulfuras, Hand of Ragnaros, 11, 50
